462.13,444.87,446.9,675.5,660.1,667,420.58,408.66,410,282.4,270.35,270.8,3263,3190,3197.4,771.5,722,733.6,197.75,193.95,194.8	339.6,324.45,325.5,1050.8,1010,1014.5,157.9,152.75,153,409.85,390.5,392.1,1682.95,1643.25,1645.5,334.5,325.55,330.2,447.6,434.1,438.55	348.55,332.25,333.3,98.4,91.3,91.75,1294.95,1264.2,1269.95,286.19,277.35,278.31,970,940.5,942.9,162.9,157.35,158.25,1207.5,1182.15,1199.4
446.3,427.8,431.81,670.85,643.75,649.7,419.8,410.56,413.8,276.4,267.5,273.7,3271.7,3152,3187.35,734.3,682.45,702.75,193.95,190,190.55	333.4,323.75,328.3,1029.45,997.6,1023.65,153.2,146.95,149.5,394.25,377,382.75,1655.2,1601.25,1616.45,336.25,322.75,330.45,446.6,437.6,439.6	342.5,326.6,337.25,93.5,82.6,84.5,1262,1217.2,1225.15,286.88,280,284.59,951.85,908.3,920.55,161.15,156.15,159.5,1205,1172,1188.35
446.6,423.72,444.04,645,619.35,633.05,413.56,401.4,410.51,277.5,266.8,271.3,3156.45,3101.2,3133.75,719,685,715.6,189.6,185.7,187.15	323.75,313.1,320.15,1033.4,1001,1023.65,151.15,145.35,148.35,389.4,372,387,1651.9,1579.5,1644.25,329.45,322.05,326.6,445.5,426.4,439.45	338.4,328.3,334.4,83.5,77.5,80.95,1245,1165.9,1237,304.18,282.5,294.69,935,908,925.75,162.7,156.55,162.1,1175.25,1137,1161.6
447.34,433,439.41,650.85,631.65,634.6,414.2,404.67,409.26,272.85,266.8,269.75,3141.4,3056,3102.4,719.7,699.05,706.7,188.2,182.9,183.35	328.8,309.35,315.55,1025,988.2,993.4,150.15,142.85,143.85,394,375.4,378.05,1664,1577.1,1584.85,334.25,323.7,324.55,442.15,425.2,430.55	335.7,329.15,330.75,82.75,76.2,77.2,1260.3,1223.35,1232.45,299.5,292.65,293.81,932.3,895,901.55,163.4,158.2,161.35,1164.2,1135.5,1151.95
443.78,426.07,429.33,645.95,617.65,621.15,413.79,403.12,405.38,276.4,269.15,274.3,3171.7,3081.2,3101.3,720.85,694,702.2,187.5,178.1,178.65	326.95,305.15,322.7,1026,1002.1,1010.3,146.2,140.7,142.15,388.4,370.1,374.15,1605.1,1566,1576.1,329.4,318.3,319.4,443,431.2,438.35	333.2,324.55,326.8,78.8,74.45,75.5,1243.65,1205.15,1213.7,301.96,293.8,294.48,931,910.1,923.75,163.4,160.5,161.15,1201.7,1162,1183.15
439.95,426.9,438.57,634,618.2,628.65,415.61,403.41,413,281.7,273.4,278.55,3163.5,3097,3127.65,712.8,694.6,707.5,180.65,176.55,180.35	341.8,321.55,339.55,1039,1004.4,1030.7,143.25,139,141.6,384,371,380.6,1639.4,1564.05,1628.35,328.8,314.6,327.15,445.85,432.55,442.7	334.3,325.75,330.3,80.65,74.6,79.2,1231.7,1205,1221.4,298.73,291.8,297.44,949.4,917.15,946.45,165.75,159.35,165.1,1199.7,1172.5,1189.2
443.6,430.66,433.03,635.8,601.55,605.5,418.32,401.6,403.38,279,270.6,271.9,3131.4,3028,3050.9,704.5,661.25,668.95,182.3,175.85,176.85	343.5,330.05,331.75,1038,990.2,995.35,145,137.45,138.5,383.15,357.1,359.9,1631.95,1552.1,1566.1,332.45,317.45,319.55,444.25,432.55,435.85	330,321.9,323.95,80,74.05,74.4,1238,1156.05,1170.65,305.81,293.89,295.16,948.4,913.6,919.45,166.05,160.4,161.55,1189,1140,1145.45
440.69,428.66,435.7,613,589.35,592.7,412.18,404.25,406.96,276.25,270.6,273.85,3114.95,3064.9,3086.25,682.5,663,669.95,180.5,176.15,179.6	341.95,332.2,333.75,997,974.05,978.65,139.25,135.05,136.25,366.5,359.3,360.85,1579.95,1538,1542.2,323.5,317.05,320.1,440,425.65,427.85	320.75,310.35,315.8,75,70.3,72.7,1197.7,1170.05,1186.55,301,295.26,296.48,943.4,914.5,932.9,162.9,160,160.8,1170,1130.95,1135.2
439,434.03,436.02,604,575.6,591.3,410.97,396.54,399.83,275.95,270.2,272.75,3120.8,3075,3094.9,675,626.7,630.1,181.9,173.85,174.6	340,332.8,334.05,988.15,951,954.65,137.35,130.3,131.1,364.75,336.75,339.45,1549.25,1503,1507,323.6,315.15,316.95,431.15,421.35,426.25	323.35,315.5,317.2,74.4,71.2,72.1,1187.15,1164,1170.4,278.55,282,278.55,936.9,911.1,915.5,163.5,157.15,158.6,1151,1122.3,1130.9
436.34,407.1,417.24,617.35,585.05,609.3,408.16,396.66,403.72,277.6,269.7,276.1,3149.95,3075.25,3129.55,666,621.15,653.1,175.85,170.5,171.75	337.95,325.25,333,983.6,942.7,957.85,131.65,116,123.65,363.7,334.8,355.8,1538.95,1475,1487.75,317.7,295.35,298.55,431.8,421,425	319.5,309.5,311.2,72.25,60.55,63.65,1186,1142.1,1150.2,287.8,272.2,274.7,938,904,914.85,159.5,151.75,153.7,1134.9,1090.1,1104.3
422.36,404.2,409.54,618.6,592,597.5,410,400.2,402.46,277.65,267.5,271.05,3120,3045.25,3055.05,663.85,643,655.1,174.8,170.75,171.25	331.6,314.25,324.05,979,958.3,962.9,129.7,124.55,126.5,371.95,348.2,364.85,1519,1466,1499.3,299.95,288.45,294.4,425.7,416.25,418.5	312.9,296.65,310.35,67.3,61.5,64.25,1171.9,1146.05,1157,280.8,272.8,274.45,923.55,889,901.85,164,155.4,160.7,1117.85,1077.35,1096
411.56,398.99,406.92,625,598,621.6,413.88,401.6,413.23,273.4,267.55,268.4,3069.8,3015.35,3048.1,672.6,638.9,667.6,178.4,171.3,177.1	327.15,315,320.35,1011,965.95,1003.45,135.95,127.35,135.6,382.8,357.5,377.65,1569.65,1481.1,1557.1,297,280.5,295.25,424.45,407.55,421.1	313.9,306.5,312.35,67.6,61.35,66.8,1188,1150.15,1182.65,279.5,265.55,277.8,918.9,888.5,914.15,163.25,152.3,160,1107.2,1058.9,1091.5
427,409.23,424.56,643.35,623,641.4,422.4,413.8,421.47,273.4,265.3,272.8,3109.4,3042.6,3100.9,691.05,668.1,680.7,180.5,177.55,178.35	328.35,315.5,327.3,1037.7,1014.6,1033.7,140.4,137.05,139.75,399.95,379.75,397.35,1667.5,1565.35,1657.15,309.8,297.6,308.65,429.5,419,426.1	319,308.7,314.2,73,68.1,72.4,1221.95,1193.55,1218.1,284.5,276.2,280.6,919.5,896.35,916.45,164.7,161.15,162.7,1122,1088.65,1115.3
429.04,412.06,415.22,652.35,633,645.1,425.2,415.02,421.33,275.5,271.8,272.75,3124.5,3075,3106.55,680.95,655.5,669.15,181.85,177.65,180.8	333.25,323.5,328.25,1062.7,1030.1,1051.45,145.4,138.8,141.95,416.4,391,410.7,1690,1619.5,1625.8,312.9,306.7,309.2,428.2,417.65,426.15	317.6,308.5,310.7,74.55,69.65,73.1,1236.95,1204,1229.95,286.75,275.3,283.65,944.45,912.9,941.55,163.35,158.5,162.55,1120,1080.2,1100.6
417.6,410.2,411.16,645.65,626,629.45,422.89,417.2,420.03,275.85,272.3,275.15,3121.9,3085,3105.15,670.8,648.7,657.65,182,180.15,181.5	332.2,325.2,328.3,1057.9,1042.25,1051.35,141.7,135.25,139.15,412.65,400.35,409.45,1657.9,1627,1650.55,315.5,306.35,308.95,438.85,422.05,436.5	314.4,306.1,307.1,78.1,72.1,77.35,1235,1215.6,1223.85,284.45,279.05,280.3,953.4,940.3,947.45,163.9,160.75,163.1,1113.8,1084,1100.6
418.8,406.8,417.52,651.35,630,648.85,437.59,419.64,436.05,276,272.5,273.6,3130,3103,3116.55,674.95,650.1,671.7,181.85,179.1,180.7	340.2,325.6,338.8,1066.75,1035.45,1057.25,146.4,139.3,145.55,415.8,404.2,413.55,1699,1632.3,1695.15,313,307.45,311.85,439.05,428.55,431.4	307.4,303.1,306.15,81.9,76.45,79.7,1234.7,1213,1222.2,281.85,276.65,278.8,959,938,957.25,168.2,163.55,166.6,1117.15,1095.45,1110.7
427.35,415.41,418.07,661.7,638.8,642.25,446.95,432.41,433.75,281.3,272.75,277.8,3147.7,3089,3097.95,678.25,647.7,650.7,181.45,177.3,178.2	341.2,329.05,331.1,1070.4,1024.25,1027.85,150.2,142.05,143.2,419.9,403.8,406.2,1724.8,1631.85,1638.05,316.75,309,310.55,441.4,430.25,431.6	311.95,305.6,307.3,80.6,73.55,74.9,1249,1219,1222.2,279.9,267.7,268.95,964.8,933.1,937.35,168.5,158.95,159.95,1133.5,1085,1091.8
425.8,416.55,423.59,651.2,635.25,649.4,442.68,426,441.14,281.85,277.1,280.85,3172.95,3075.6,3162.5,655.75,635.55,653,178.2,174.6,177	333.1,327.05,331.35,1043.9,1006,1039.8,146.8,139.65,143.8,416,405.25,413.55,1680,1610.1,1656.25,312.7,302.3,309.7,451.9,434.35,450.05	309,304.55,306.75,76.15,71.5,74.2,1223,1177,1209.15,278.45,264,277.2,964.5,935.9,960.05,161.9,157.05,160.6,1146.9,1061.2,1137.95
419.49,412.67,415.87,645.4,634.55,640.75,438.94,424.67,427.94,280.85,275.6,279.15,3165.1,3107,3135.15,646.2,631.6,639.8,177.25,174,175.9	334.6,323.5,330.55,1032,1013.9,1027.05,145.45,138.15,139.55,414.5,395,408,1640.2,1596,1607.5,308.15,298.95,301.8,459.35,435,443.8	306.3,301.65,305.5,73.35,69.8,70.75,1192.9,1170,1179.85,277.5,268.25,272.8,1008.9,977,984.4,159.95,155.85,156.65,1146.4,1119.85,1137.7
416.91,407.42,408.54,659.5,643,645.3,431.56,420.2,423.01,281.8,277.8,279.95,3119,3064.05,3073.35,649,634.1,639.9,176.9,172.7,173.25	337.35,327,329.05,1031.4,1004.9,1008.25,139.8,133.8,135.3,412.5,405.5,407.4,1626.85,1597.9,1601.7,302.35,294.5,298.1,444.95,434.1,436	308.35,302.5,303.35,72.4,69.6,70,1193,1175.1,1185.7,275.45,270.25,271.9,1001.05,984.05,993.45,158.8,154.1,155.25,1143.65,1124,1125.95
412.54,397.86,399.14,647.85,614.55,619.95,423.72,405.13,411.46,283.7,277.6,280.2,3068,3001.05,3012.25,639.5,606.35,615.95,173.95,170.25,171.1	335.95,322.4,324.3,1004,944.65,950.25,136.7,130.05,131.1,407.8,390.9,401.9,1594.05,1511.95,1517.75,298,279.85,281.4,440.6,426,428.55	305,297.05,298.75,70.4,64.25,64.6,1186,1153.95,1172.6,271.3,261.45,264.85,998.2,960.2,963.6,156.75,151.9,153.6,1138,1102.25,1119.65
406.2,393.67,396.86,634.2,614.15,628.25,418,404.8,410.75,278,268.5,276.95,3050.85,2970.1,3017.35,630.25,591.8,599.55,173.55,169.35,171.05	333.75,326.25,331.05,998,968.05,988.75,140.15,132.65,139.1,408.95,385.3,403.6,1551.8,1487,1523.45,286.6,271.45,283.55,438.35,426.05,435.65	306.8,298.7,301.15,70.2,65.15,69.25,1152.95,1116.3,1134.55,267.75,258.75,261.5,986.05,958.6,969.85,156.6,152.7,155.05,1123,1094.05,1115.25
410.39,395.24,400.87,654.85,626.35,632.7,426.14,407.21,410.27,289.35,275.1,281.2,3146.95,2979.65,3005.8,643.8,588,618.65,176.95,170.5,170.95	335.2,325.9,332.15,1012,966.75,976.2,148.75,140.75,145.15,430.75,404.45,407.2,1601.5,1521.2,1532.1,284.95,258.7,262.1,453,435,439.4	305.8,297.55,298.9,73.05,68.85,69.7,1216,1110.05,1182.25,276.2,261.9,271.1,997.7,964,968.3,157.6,152.25,153.4,1156.9,1107.05,1115.75
413.93,402.66,412.64,658,637.2,654.9,431.98,412.22,429.59,286.5,281,285.55,3113.05,3010,3097.85,672.3,623.85,665.95,182.2,171.5,181.6	340.45,324.05,339.2,1033.05,982.1,1028.65,154,146.3,153.4,422.9,409,417.75,1626,1545,1616.7,273.35,257.35,271.75,448.4,434.4,446.85	307.7,299.2,307.1,76.95,70.25,75.9,1284.9,1166.1,1279.4,276.3,268.7,274.7,999.75,971.1,996.6,160.45,154,159.75,1139,1101.55,1133.05
425.8,410.01,424.09,681.4,648.35,671.85,446.27,428.2,438.79,290.5,284.95,287.75,3068.65,3011.3,3039.45,679.4,657,671.7,182.95,178.15,179.1	340.25,328.8,332.1,1041.05,1000.6,1022.95,152.4,147,149.05,429.5,407.25,417.8,1679.85,1590.05,1662.25,278.25,267.55,275.5,448.45,437.4,446	310.6,304.25,307,78.35,74.5,77.2,1318.5,1262.1,1310.25,276,267.65,270.5,992.45,972.1,981.7,159.75,156.15,158.15,1159.9,1114.85,1154.15
428.59,412.6,414.58,686.85,674.75,679.65,446.5,440.15,442.63,288.9,282.25,284.05,3091.9,3049.75,3059.85,689.9,670.25,674.15,181.4,178.55,179.1	334.75,326.2,328.4,1048.75,1013,1018.25,151,147.25,148.35,429.9,417,421.05,1680,1608.3,1616.15,281.5,270.5,276.3,454.5,442,443.75	310.9,304,304.8,78.75,73.45,74.1,1329.7,1276,1284.1,271.25,267.35,269.55,996.05,980.5,984.45,159.85,154.8,155.55,1166.95,1135.3,1139.15
413.69,397.84,399.2,677.5,660.25,667.35,440.42,429.19,436.08,285.7,278.15,281,3075,3030.5,3050.95,668.1,646.2,661.55,180.95,175.55,180.1	327.5,320.55,325.85,1014.9,990.8,1011.5,147.85,142.15,143.9,420,407,417.05,1609,1541.45,1567.55,275.3,268.7,273.3,450.8,438.1,448.65	307.1,302.2,305.95,73.75,70.8,73.15,1277,1245.65,1253.4,267.7,262.55,265.25,985.5,790,981.8,155.25,150.5,152.25,1127.15,1100.7,1115.45
403.9,399.68,402.26,677,664.3,674.35,445.21,432.61,443.51,284.6,280.25,281.45,3128.6,3025,3110.8,671,661.15,667.4,181.65,178.6,180.65	335.8,324.35,335.3,1029.5,1008.2,1025.8,147.55,143.85,144.8,429.5,416.15,426.25,1598,1556.25,1573.65,279.45,274.65,278.25,454.25,446.35,451.4	309.75,306.6,308.2,74.7,72,73.85,1266.9,1239.3,1255.9,274,263,273.05,998,981,990.05,154.35,151.5,152.6,1136,1111.45,1125.7
407,401.89,404.24,681.45,665.1,674.85,449,439.22,442.13,283.5,278.2,279.55,3128.05,3076,3103.95,674.9,664.1,669.55,181.3,177.6,178.65	337.05,331.2,333.75,1042.9,1021,1036.15,147.35,142.65,145.6,439.8,428.25,434.55,1589.85,1560.1,1575.2,282.9,275.15,281.15,454.6,444.45,452.05	309.9,302.4,303.25,77.5,74.05,76.95,1278,1253.4,1262.8,275.7,266.6,271.85,1008,971.8,1000.15,156.4,153.15,155.8,1142.9,1122.55,1132.25
408.78,399.7,407.34,677.7,666.1,668.55,442.8,437.11,441.33,279,275.8,276.35,3103,3065,3094.95,672.8,662.1,669.3,177.85,175.5,176.75	331.5,328,330.25,1032,1008.6,1018.1,148.55,144.3,146.35,432.3,423.05,428.75,1567.1,1545.85,1560.1,280.9,274,275.65,455.4,446.2,454.45	302.9,299.35,301.55,77.5,75.5,76.45,1281.25,1249.65,1267.65,278.6,268,276.65,999,986.2,991.5,158.1,154.4,157.5,1126.55,1105.35,1116
404.76,392.2,393.3,668,650.25,663.3,443.36,434.47,437.67,278.5,275.25,276.4,3083.95,3041.3,3052.9,667,652,658.75,177.15,174.1,175.75	332.2,322.65,324.8,1026.9,1002.05,1009.3,146.1,142.55,145.2,425.5,415.05,423.25,1574.8,1535,1545.7,277.1,270,271.3,456.5,448,449.95	302.55,291.3,296.8,76.75,73.15,73.75,1275.6,1235.95,1251.05,285.8,275.15,282.85,998,977,995.65,157.4,154.55,155.6,1108.8,1070.55,1085.4
397.6,388.42,394.89,676.7,660.2,675.1,445.9,435.6,444.96,278.35,274.5,277.6,3110,3032.25,3105,671.5,654.95,666.4,179.75,176,179.2	325.6,321.25,324.15,1025.25,1008.15,1023.95,147.15,144.1,146.8,432.35,417.45,429.7,1574.5,1533.35,1571.5,274.4,268.65,273.7,459.8,447.2,458.35	302.35,293.35,301.45,75.45,73.8,75.1,1267.6,1218.95,1259.25,286.95,281.55,282.45,1025.85,996,1024.2,161.4,154.6,160.5,1107.5,1064.15,1103.9
388,380.42,382.51,671.25,652,663.05,440.18,427.8,436.25,277.5,269.35,272.35,3056.25,3001.55,3024.85,657.95,636.55,645.65,177.5,173.65,175.1	321.85,310.8,315.4,1006.45,989,995.9,146.6,140.85,144.9,422.6,415.1,417.9,1555,1508.7,1524.65,269,262,262.95,453.8,441.3,443.1	301.2,293,297.65,72.5,68,71.55,1240,1201.8,1210.6,280.9,271.5,272.65,1049.95,993.35,1037.15,158.9,155,155.55,1098.9,1071.25,1093.3
387.4,382.8,383.71,675.4,662.1,663.55,442.27,437.4,438.48,274.4,268.3,270.7,3063.4,3019.9,3039.65,665.8,651,662.85,179.2,175.2,177.8	323.65,317.05,321.9,1033.95,1003.95,1026.1,148.35,146,147.25,428,419.1,426.25,1560.9,1534.7,1547.55,266.8,264,265.2,449.5,443.2,447.95	303.5,297,297.75,74.35,72,73.3,1229.8,1214.65,1222.1,277.7,272.25,273.7,1055.2,1040.6,1049,158.5,156.5,157.7,1134,1095,1118.65
390.97,379.79,389.93,658.6,639,641.85,446.39,434.99,437.64,271.65,268.5,269.8,3007,2970.65,2983.85,667.5,655.05,657.4,178,175.85,176.5	325.7,318.3,320.35,1030.9,1010.2,1017.45,147.75,144.1,145.85,433.55,424,429.1,1560,1526,1531.25,264.1,260.35,261.8,448,443,444.2	301.2,295.8,298.95,74.5,72,73.4,1213.75,1160.6,1170.8,277.35,270.8,273.8,1052.9,1033.7,1036.75,159.8,156,158.65,1121.65,1096.5,1102.8
393.56,383.62,384.16,646.5,621.15,624.3,439.81,430.2,431.19,271.4,267.8,268.4,3000,2939.25,2945.5,664.15,628,633.05,177.85,174.4,175	325,319,319.75,1029,1005.1,1007,147.25,143.3,143.95,434.4,421.15,423.25,1543.9,1515.5,1520.85,266.7,260.2,261.3,447.65,435,439.65	301.45,291.8,294.45,74.15,71.55,72.05,1206.15,1153.05,1161.75,276.8,269.5,271.6,1040.3,992,996.6,163.15,155.85,156.8,1109.8,1082,1085.7
387.06,382.24,383.28,634.8,625.5,628.7,436.75,430.28,432.41,268.85,263.7,264.95,2955,2907.55,2930.1,646.5,629.2,642.6,176,173.25,173.95	322.25,317.8,318.5,1016,1000.1,1008.85,146.7,142.05,144.05,428,418.05,421.8,1534.5,1509.7,1513.6,263.6,255.8,260.4,444.7,433.1,434.35	296,288,289.2,72.9,71.25,72.25,1167.7,1128,1133.55,274.45,268.6,271.4,1005.4,986.3,994.45,160.4,155.95,159.8,1092.5,1072.6,1076.15
391.33,384.06,389.51,642,626.55,640.55,436.2,430.23,432.31,269.25,263.6,266.4,2961.95,2928.9,2954.7,658,642.25,655.1,176,174.65,175.1	327.7,320.35,327.2,1016.4,1000.7,1008.55,146,144,145.6,426.5,421,423.85,1537,1517,1527.8,265.2,259.4,264,439.3,433.5,435.05	294.55,289.75,292.9,74.1,72.65,73.45,1181.65,1137.65,1173.75,274.7,269,272.8,1008.9,996,1003.85,164.45,161,161.65,1084,1067.15,1075.1
398.4,387.88,397.85,647,637,643.8,438.2,430.71,434.83,271.4,266.2,269.6,2998.55,2933.25,2992.35,656.75,643.45,649.95,176.8,174.2,176.15	332.8,326.55,332.1,1040.9,1002.5,1038.25,149.5,144.85,149.25,436.8,422.65,435.05,1546,1522.2,1540.1,276.5,264.4,275.7,441.2,432.2,439.2	305,294,303.65,75.3,73,74.65,1184.6,1161.15,1182.75,275.4,271.2,274.35,1020,1000,1017.8,164.1,162,163.15,1076.6,1063,1070.6
408.69,399.72,407.68,649.9,640.1,648,441.92,435.28,441.12,270.6,267.95,269.45,3018,2984.85,3009.95,670,651,667.9,177,175.8,176.65	335.2,328.3,334.25,1062.45,1045,1057.95,154.65,148.85,154.35,450.35,436.05,447.4,1564,1547.45,1558.85,280.6,272.35,274.7,446.7,439.35,442.3	306.8,303.5,305.35,77.2,74.65,76.55,1188.7,1165,1174.75,275.2,272.75,273.6,1025.3,1009.25,1016.2,165.4,163.2,164.9,1099.65,1072,1096.85
419.88,410.2,418.29,669.9,648.3,667.4,457.99,441.8,455.79,272.55,267.55,271.85,3189,3040.5,3172,679.35,664.75,677.35,184.25,176.5,183.55	342.5,333.15,340.9,1101.95,1064.15,1096.85,156.95,152.85,156.35,457.85,442.85,456,1614,1566,1606.65,280.5,273.75,279.7,460.8,445.35,458.8	309.55,304.2,308.6,77.8,75.95,76.75,1191.2,1166.25,1189.05,279,273.6,277.65,1033.95,1014,1031.7,168.95,163.4,168.35,1134,1105.6,1125
424.8,416.3,419.68,681.5,662.65,669.95,463.78,456.01,460.71,279.3,271.25,276.55,3169,3120.6,3154.75,687,666,680.35,187.6,181.4,185.4	350.65,336,348.05,1116,1081.05,1102.8,161.35,157,159.5,460.9,451.3,454.35,1659.1,1607.65,1638.25,279.2,271.5,275.9,465,454,463.45	312.2,303.5,307.65,82.25,76.8,79.95,1217.3,1187.05,1208.5,281.8,275.15,279.8,1039.85,1019,1028.5,170.8,168,169.5,1131,1111.85,1124.05
421.8,413.25,415.26,689.9,672.2,683.95,466.11,458.54,462.85,279.9,276.1,278.05,3198.75,3139.45,3183.05,692.1,679.1,688.1,189.85,184.1,188.7	364.2,347.5,358.8,1114.25,1069.5,1103.3,161,155.9,157.3,460.95,452.6,457.95,1679.8,1633,1651.35,288.15,276.05,287.4,469.05,462.65,465.1	313.4,306.6,312.05,83.1,80.2,82.35,1250,1211.65,1241.05,286,280.8,284.3,1035.75,1022.8,1026.1,172.25,168.05,170.05,1154.4,1123,1141
418.93,412.22,413.21,700.9,685.85,698.4,473.2,460,469.22,280.6,276.85,277.95,3211.8,3167.7,3179.6,712.8,686,710.75,190.9,188.15,189.15	361.4,354.1,358.9,1117.5,1102,1111.4,158.35,156,156.4,462.9,455.75,460.1,1690,1650.95,1656.4,295.35,285.4,288.65,474.9,466,472.95	333,313.05,329.4,84.8,82.95,84.1,1295.8,1242.4,1276.05,289.95,281.3,283.15,1039.4,1027.35,1034.9,172.55,166.55,167.4,1164.4,1148.9,1152.75
419.8,412.4,413.84,715,692.95,700.2,479.42,461.6,467.62,289.2,276.3,287.3,3267,3167.45,3238.6,715.9,685.55,700.9,194,188.55,192.85	358.4,352.05,356.55,1129,1099,1113.8,157.55,153.65,154.45,463.15,452.75,457.95,1698.75,1647.8,1653.25,294.9,285.45,290.55,482.7,467.1,479.4	328.7,318.6,321.05,84.55,80.35,81.6,1287.85,1252,1262.25,293.4,283.8,291.55,1049.9,1036,1046.65,170,167.2,169.25,1203.1,1157.25,1184.9
425,414.1,424.24,713.85,700.9,711.35,474.96,467.3,470.18,287.5,280.3,282,3269.15,3227.55,3238.7,719,702.05,715.5,195,189.6,190.45	362.45,354.1,357.8,1126.4,1101,1111.4,161.7,154.2,161.1,464.1,451.6,454.6,1681.65,1653.55,1660.7,300.5,293.55,299.4,482.85,473.45,479.55	327.9,319.75,322.4,84.6,81.85,84.05,1294.7,1262,1276.65,296.65,292.25,294.9,1071.15,1040,1043.95,173.2,170,171.3,1204.15,1180.1,1188.85
442.88,420.24,437.49,715.95,700.7,710.85,484.34,470,482.84,282.85,274.5,277.9,3317.6,3250.85,3303.3,748.6,713.55,745.2,192.9,188.75,191	364.75,355,362.05,1133.95,1110.55,1126.6,165.2,160.25,164.5,467.4,449.25,465,1708,1652,1701.7,300.7,294.1,296.25,491.95,480.25,484.9	322.8,317.4,318.65,87.5,84.25,86.8,1308.85,1262.5,1303.6,301.15,292.6,300,1062.8,1034.05,1057.9,173.35,171.1,172.9,1222,1192.05,1219.9
443.93,435.97,441.51,713.95,696.4,703.15,483.93,475.36,481.06,280.45,273.6,274.4,3308.75,3246.65,3299.95,748.95,728.8,736.6,192,188.5,189.35	365,359.25,362.6,1132.9,1110,1118.6,165.65,162.1,164.15,465.95,455,458.95,1714.55,1664.35,1675.3,317.9,296.3,316.15,487.45,474.95,483.6	323.95,318.05,322.7,88.75,84.15,88.35,1321.8,1286,1312.25,303.9,294.9,297.55,1063.8,1044.5,1052.3,176.8,170.75,176.3,1247.4,1208.45,1242.75
449.94,439.4,440.75,709.5,696,701.6,481.55,472.22,477.54,276.75,272.35,275.35,3314.9,3266.5,3290.55,743.9,722,730.25,193.5,186.75,192.7	364.9,352.25,355.35,1124.75,1103.7,1107.35,167.8,164.2,165.35,462.55,451,453.8,1685,1655,1665.2,330.4,318.15,325.45,485.75,463.05,467.8	327.9,319.7,321.85,90.7,87.9,90,1327.05,1291.55,1296.2,304.4,296.9,298.8,1060.4,1043.8,1049.5,178.4,173,173.8,1252.9,1219.8,1227.25
443.93,436.16,439.57,721.4,702.1,716.9,477.35,470.4,473.75,277.3,273.35,274.15,3280.6,3254.35,3261.7,742.15,724,736.35,193.35,187.15,187.35	358.9,348.1,357.9,1120.9,1099.2,1108.3,166.7,163.65,164.15,456.9,445.15,448.35,1683.75,1654,1672.5,324.55,315.3,317.2,474.75,461.25,473.75	323.8,320.6,322.2,95.4,89.95,94.4,1288.25,1268.3,1280.4,301.55,292,293.35,1051.65,1040.45,1045.65,176.6,172.95,175,1222.55,1201.65,1206.4
442.3,434.4,439.81,723.4,708.1,712.15,478.76,471,472.33,277,274,274.95,3277,3223.55,3242.25,739.1,723.1,730.65,188.7,183.4,184.55	365.4,358.5,361.55,1124.25,1096.3,1103.55,164.75,158.6,160.25,451.5,441,443.85,1696.35,1654,1680.1,321.1,312,313.8,473,460.3,467.7	325.15,318.1,319.4,95.5,90.45,91.5,1284,1250.1,1259.2,294.6,286.6,288.85,1055.4,1025.65,1028.75,175.45,169.65,171.25,1219.75,1189,1200.5
447.2,438.49,439.92,708.45,692.1,693.85,469.6,460.4,461.71,276.95,272.35,273.1,3274,3192.25,3252.4,725.2,711.1,713.3,187.15,183.5,184.7	365.95,360.85,362.45,1110.9,1092.1,1103.3,159.4,153.5,154.1,448.85,442.35,444.1,1689.75,1658.55,1666.75,323.25,311,320.35,467,459.3,462.6	323.25,319.4,321,90.5,86.7,87.1,1260.35,1232.6,1239.6,289.95,280.25,283.2,1024.3,1010,1010.95,170.8,167.75,168.15,1206,1182.1,1184.85
449,435.6,448.1,724.4,686.25,720.95,478.7,456.27,476.73,282.9,271.45,280.7,3333.3,3209,3322.85,736,705.05,732.9,188.9,182.5,188.5	371.1,354,369,1135.95,1090.95,1132.45,160.65,152.3,160.3,460.55,440.8,457.5,1734.9,1645,1727.9,324,317,322.25,476.85,457.65,475.15	326.95,318.3,326.25,91.65,85.35,91.15,1288.9,1223.05,1285.4,290.6,279.55,289.5,1029.8,1001,1027.6,173,166,172.45,1228,1179.15,1217.9
449,441.1,445.83,725.5,706.6,709.05,480.2,470.69,474,281.6,273.4,275.3,3314.7,2995,3007.15,737.65,721.2,725.65,187.6,185.05,185.6	377.1,368.55,373.3,1143.35,1103.55,1107.3,160.55,157,157.75,461.7,450.2,452.5,1776,1711.9,1733.1,323.6,316.05,316.95,473.9,448.4,450.25	325.85,320.8,322.1,93.65,87.55,89.75,1289,1260,1263.05,288.7,283.15,286.9,1026.45,1010.25,1022.75,171.65,168.9,170.2,1223.9,1182.3,1193.1
451.4,436,437.71,721.5,692.5,695.8,482.4,463.02,464.48,282,273.6,278.65,2984,2905.1,2913.1,742.85,720.4,723.15,188,184.05,185.25	377.9,366.6,368.2,1122.65,1084.1,1086.9,160.15,154.1,154.65,456.1,445.15,449.05,1772,1662.95,1682.2,319.8,304.85,306.15,457.1,444.25,445.6	323.4,315,316.95,92.1,86.5,87.1,1285.5,1257,1262.7,293.75,287.35,288.5,1048.6,1010.55,1014.25,172.7,167,168.25,1215.8,1145.55,1150.25
